experiment protein  msmsID intensity sample group
2 SimulatedProtein212 SimulatedProtein212.Peptide4  9.46440953048 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide4  9.77039960067 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide5  3.63398118712 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide5  3.89807609834 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide5  4.35927367744 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide5  4.73239914843 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide5  4.4064355819 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide5  4.08854090194 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide6  5.59477701892 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide6  5.95136310668 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide6  5.94855543357 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide6  5.85178149682 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide6  5.79444055779 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide6  5.93413992765 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide7  16.2633324618 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide7  16.4987910159 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide7  16.5576857998 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide7  16.8301899973 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide7  16.1471058362 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide7  16.84389123 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide8  14.0209520144 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide8  13.5384693132 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide8  13.689727099 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide8  14.0731897233 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide8  13.8328105873 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide8  13.6851749243 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide9  9.22048249828 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide9  9.60089891382 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide9  9.39935573183 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide9  10.01120098181 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide9  8.94817116597 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide9  9.53013996248 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide10  8.32216229998 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide10  8.57682330505 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide10  8.78983727892 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide10  9.36159265247 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide10  8.91370295019 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide10  8.67431822791 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide11  12.2759180782 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide11  12.5026873859 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide11  12.2854754275 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide11  12.6338172935 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide11  12.1890033362 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide11  12.6312361034 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide1  17.1510969908 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide1  16.8850471966 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide1  17.2095149866 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide1  17.658942902 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide1  17.0820372042 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide1  17.4814611748 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide2  15.558928302 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide2  15.2490555401 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide2  15.7296473926 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide2  16.0640391052 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide2  15.1178740783 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide2  15.5579958017 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide3  8.09116322038 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide3  7.44855641264 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide3  7.73174107164 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide3  8.61287306864 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide3  7.81246602918 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide3  8.25448658135 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide4  3.73651549641 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide4  3.38198416939 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide4  3.42222711502 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide4  3.52647680814 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide4  3.99655170934 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide4  3.48663084304 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide5  11.9656383625 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide5  12.3621401647 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide5  12.195511614 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide5  12.2643326909 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide5  11.7513889678 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide5  12.6345876764 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide6  14.7150124114 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide6  14.8911061624 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide6  15.3745876289 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide6  15.3421450651 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide6  14.9054995161 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide6  14.4148373047 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide7  6.70721565301 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide7  7.40482647175 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide7  6.97840827 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide7  7.27617402386 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide7  7.47994510902 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide7  7.5212403347 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide8  14.6262086881 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide8  15.3608552665 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide8  15.0057146242 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide8  15.2477452312 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide8  15.1122423843 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide8  15.2588185878 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide9  3.06036205552 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide9  3.30582094427 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide9  4.27063286651 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide9  4.00588439954 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide9  3.70474126589 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide9  3.62239604322 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide10  6.94042282869 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide10  7.24454738687 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide10  6.54834025599 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide10  7.21597934423 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide10  6.63288880512 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide10  7.09943577905 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide11  6.46872499612 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide11  6.4568466635 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide11  6.99613211019 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide11  6.88920534407 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide11  6.31677049892 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide11  6.55059244735 TRT3.3 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide12  10.0774041034 CTL.3 CTL
2 SimulatedProtein213 SimulatedProtein213.Peptide12  10.5475055898 TRT1.3 TRT1
2 SimulatedProtein213 SimulatedProtein213.Peptide12  10.5067805167 TRT2.3 TRT2
2 SimulatedProtein213 SimulatedProtein213.Peptide12  10.12294995184 TRT3.1 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide12  9.87092037168 TRT3.2 TRT3
2 SimulatedProtein213 SimulatedProtein213.Peptide12  10.5098150925 TRT3.3 TRT3
2 SimulatedProtein214 SimulatedProtein214.Peptide1  10.8695498996 CTL.3 CTL
2 SimulatedProtein214 SimulatedProtein214.Peptide1  11.9812968752 TRT1.3 TRT1
2 SimulatedProtein214 SimulatedProtein214.Peptide1  10.147872094 TRT2.3 TRT2
2 SimulatedProtein214 SimulatedProtein214.Peptide1  11.4966619931 TRT3.1 TRT3
2 SimulatedProtein214 SimulatedProtein214.Peptide1  10.938593259 TRT3.2 TRT3
2 SimulatedProtein214 SimulatedProtein214.Peptide1  10.893284346 TRT3.3 TRT3
2 SimulatedProtein214 SimulatedProtein214.Peptide2  10.7393617535 CTL.3 CTL
2 SimulatedProtein214 SimulatedProtein214.Peptide2  11.5690348197 TRT1.3 TRT1
2 SimulatedProtein214 SimulatedProtein214.Peptide2  9.82618575983 TRT2.3 TRT2
2 SimulatedProtein214 SimulatedProtein214.Peptide2  10.6134958352 TRT3.1 TRT3
2 SimulatedProtein214 SimulatedProtein214.Peptide2  10.1756003625 TRT3.2 TRT3
2 SimulatedProtein214 SimulatedProtein214.Peptide2  10.8356880167 TRT3.3 TRT3
2 SimulatedProtein215 SimulatedProtein215.Peptide1  5.85452615447 CTL.3 CTL
2 SimulatedProtein215 SimulatedProtein215.Peptide1  6.02915979766 TRT1.3 TRT1
2 SimulatedProtein215 SimulatedProtein215.Peptide1  6.48015102677 TRT2.3 TRT2
2 SimulatedProtein215 SimulatedProtein215.Peptide1  6.70558040308 TRT3.1 TRT3
2 SimulatedProtein215 SimulatedProtein215.Peptide1  5.83878860676 TRT3.2 TRT3
2 SimulatedProtein215 SimulatedProtein215.Peptide1  6.56893158756 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide1  13.6841685998 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide1  13.7232078602 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide1  13.9047131024 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide1  13.6176849899 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide1  13.5723168919 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide1  14.3370387487 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide2  13.562909827 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide2  14.0567214977 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide2  13.7624810013 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide2  14.0322430116 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide2  14.4394027849 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide2  14.1443598589 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide3  13.8634448059 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide3  15.0998058486 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide3  14.1654567792 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide3  14.4053947413 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide3  13.983937488 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide3  14.0654105708 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide4  11.6760097335 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide4  12.4254521334 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide4  11.5933441543 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide4  11.6247901732 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide4  11.4949138337 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide4  11.6092871885 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide5  11.5535286797 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide5  11.6537162558 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide5  11.0653712222 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide5  11.9864626443 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide5  11.5404388116 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide5  11.3452551757 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide6  12.3479835388 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide6  13.333090535 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide6  12.9556116741 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide6  13.1059255219 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide6  12.2891977006 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide6  12.9944580074 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide7  15.4933549161 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide7  15.7624679423 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide7  15.3611113031 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide7  15.3513991271 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide7  14.4627438621 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide7  15.3108925809 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide8  12.3318667801 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide8  14.0017831662 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide8  13.0709496832 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide8  13.1430869351 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide8  13.1332385929 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide8  12.5237567967 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide9  9.31095285276 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide9  10.6030248212 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide9  9.99590562712 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide9  10.6440144908 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide9  9.95092677931 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide9  9.69158100796 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide10  4.01150498997 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide10  4.5958263465 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide10  4.20540976157 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide10  4.21190717247 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide10  4.00151822369 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide10  4.21066912928 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide11  8.07081160315 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide11  8.83711357999 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide11  7.98658909652 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide11  7.92359045736 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide11  8.28347923201 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide11  8.09624153914 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide12  5.62228360079 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide12  6.25859044896 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide12  6.13531242601 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide12  5.75576485616 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide12  5.64664528015 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide12  5.67088658836 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide13  7.83025198431 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide13  8.26109330021 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide13  7.79876456017 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide13  8.16773777147 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide13  7.94176540689 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide13  8.13599099553 TRT3.3 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide14  4.61564440241 CTL.3 CTL
2 SimulatedProtein216 SimulatedProtein216.Peptide14  5.23443963458 TRT1.3 TRT1
2 SimulatedProtein216 SimulatedProtein216.Peptide14  4.30649856771 TRT2.3 TRT2
2 SimulatedProtein216 SimulatedProtein216.Peptide14  4.58670874734 TRT3.1 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide14  4.40421351736 TRT3.2 TRT3
2 SimulatedProtein216 SimulatedProtein216.Peptide14  4.78208647607 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide1  13.2583027305 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide1  13.3885728184 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide1  13.2570366264 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide1  13.4369792236 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide1  13.332823354 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide1  13.4134684158 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide2  6.3471980529 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide2  5.45127136083 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide2  6.03171128351 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide2  5.8799751587 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide2  5.87375435083 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide2  6.18827280935 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide3  6.03109234918 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide3  6.55938900372 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide3  6.7039321468 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide3  6.2491026987 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide3  6.35337220433 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide3  6.43185357821 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide4  12.4482994515 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide4  12.7214211073 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide4  12.3625855183 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide4  12.8024144485 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide4  12.7195722239 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide4  12.0506394379 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide5  6.61188001792 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide5  6.14597024319 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide5  6.70088441852 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide5  7.09658558239 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide5  6.76350847497 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide5  6.87329274762 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide6  8.88163428693 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide6  8.78161086127 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide6  9.11400788472 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide6  8.99231559189 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide6  8.24074098563 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide6  8.48260549172 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide7  10.9002306446 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide7  10.6612166852 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide7  11.0313836556 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide7  11.3698351411 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide7  10.9571756324 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide7  10.5663638861 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide8  10.4861533224 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide8  10.8847813687 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide8  9.95732459649 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide8  11.0817030803 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide8  10.0679525386 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide8  9.88819120243 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide9  9.02203520685 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide9  9.08231869564 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide9  8.81814484969 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide9  9.04107483228 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide9  9.03406087628 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide9  8.72454898857 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide10  10.1080912084 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide10  9.37922788585 TRT1.3 TRT1
2 SimulatedProtein217 SimulatedProtein217.Peptide10  9.3951558935 TRT2.3 TRT2
2 SimulatedProtein217 SimulatedProtein217.Peptide10  9.89358061061 TRT3.1 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide10  9.87106534132 TRT3.2 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide10  9.36816363407 TRT3.3 TRT3
2 SimulatedProtein217 SimulatedProtein217.Peptide11  11.2194182615 CTL.3 CTL
2 SimulatedProtein217 SimulatedProtein217.Peptide11  11.7729660575 TRT1.3 TRT1
